,ATG H2 Tank,BRB H2 Tank,GLP H2 Tank,MTQ H2 Tank,LCA H2 Tank,SKN H2 Tank,SVG H2 Tank,MSR H2 Tank,GRD H2 Tank
7434,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7435,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7436,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7437,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7438,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7439,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7440,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7441,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7442,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7443,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7444,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7445,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7446,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7447,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7448,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7449,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7450,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7451,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7452,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7453,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7454,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7455,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7456,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7457,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7458,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7459,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7460,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7461,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7462,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7463,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7464,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7465,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7466,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7467,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7468,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7469,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7470,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7471,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7472,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7473,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7474,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7475,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7476,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7477,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7478,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7479,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7480,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7481,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7482,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7483,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7484,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7485,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7486,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7487,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,0.08735229269614195,-0.0
7488,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7489,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7490,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7491,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7492,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7493,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7494,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7495,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7496,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7497,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7498,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7499,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7500,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7501,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7502,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7503,-0.0,22.879935411591912,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7504,-0.0,23.90427105376968,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7505,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7506,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7507,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7508,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7509,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7510,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7511,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7512,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7513,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7514,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7515,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7516,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7517,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7518,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7519,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7520,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7521,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7522,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7523,-0.0,-4.181066868978942,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7524,-0.0,4.181066868978942,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7525,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7526,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7527,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7528,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7529,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7530,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7531,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7532,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7533,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7534,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7535,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7536,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7537,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7538,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7539,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7540,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7541,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7542,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7543,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7544,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7545,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7546,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7547,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7548,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7549,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7550,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7551,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7552,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7553,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7554,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7555,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7556,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7557,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7558,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7559,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7560,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7561,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7562,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7563,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7564,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7565,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7566,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7567,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7568,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7569,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7570,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7571,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7572,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7573,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7574,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7575,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7576,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7577,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7578,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7579,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7580,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7581,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7582,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7583,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7584,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7585,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7586,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7587,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7588,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7589,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7590,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7591,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7592,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.0
7593,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.0
7594,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.0
7595,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.0
7596,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.0
7597,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7598,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7599,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7600,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7601,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7602,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7603,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7604,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7605,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7606,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7607,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7608,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.0
7609,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7610,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7611,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7612,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7613,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7614,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7615,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7616,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7618,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7619,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7620,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7621,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7622,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7623,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7624,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7626,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7627,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7628,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7629,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7630,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7631,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7632,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7633,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7634,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7635,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7636,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7637,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7638,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7640,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7641,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7642,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7643,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7644,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7645,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7646,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7647,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7648,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7649,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7650,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7651,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7652,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7653,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7654,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7655,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7656,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7657,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7658,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7659,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7660,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7661,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7662,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7663,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7664,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7665,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,0.0,-0.0,-0.3014632028831948
7666,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7667,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7668,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7669,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7670,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7671,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7672,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7673,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7674,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7675,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7676,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7677,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7678,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7679,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
7680,-0.0,-0.0,-0.0,-0.0,-0.0,-0.024779414472596635,-0.0,-0.0,-0.3014632028831948
